Churn,Contract,customerID,Dependents,DeviceProtection,gender,InternetService,MultipleLines,Sum of MonthlyCharges,Sum of numAdminTickets,Sum of numTechTickets,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingTV,StreamingMovies,TechSupport,Sum of tenure,Sum of TotalCharges
Yes,Month-to-month,4745-LSPLO,No,No internet service,Male,No,No,20.5,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20.5
Yes,Month-to-month,4749-VFKVB,No,No,Female,DSL,Yes,50.1,0,0,No,No,Yes,No,Mailed check,Yes,No,No,No,No,1,50.1
Yes,Month-to-month,4750-ZRXIU,No,No,Female,Fiber optic,Yes,84.6,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,Yes,No,4,360.1
Yes,Month-to-month,4759-TRPLW,No,No,Male,Fiber optic,No,70.4,0,0,No,No,No,No,Electronic check,Yes,No,No,No,No,1,70.4
Yes,Month-to-month,4760-XOHVN,Yes,No internet service,Female,No,No,19.45,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.45
Yes,Month-to-month,4763-PGDPO,No,No,Female,Fiber optic,No,70.4,0,0,No,No,No,No,Electronic check,Yes,No,No,No,No,4,281
Yes,Month-to-month,4765-OXPPD,Yes,Yes,Female,DSL,No,65,2,0,Yes,Yes,No,Yes,Mailed check,Yes,No,No,No,Yes,9,663.05
Yes,Month-to-month,4786-UKSNZ,No,No internet service,Male,No,No,20.2,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20.2
Yes,Month-to-month,4795-KTRTH,No,No,Female,Fiber optic,Yes,81,4,0,Yes,No,Yes,Yes,Electronic check,Yes,Yes,No,No,No,5,371.65
Yes,Month-to-month,4797-AXPXK,Yes,No,Female,DSL,No,60,0,0,Yes,Yes,Yes,No,Electronic check,Yes,No,No,No,Yes,1,60
Yes,Month-to-month,4800-VHZKI,No,No internet service,Female,No,No,19.9,0,0,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.9
Yes,Month-to-month,4803-AXVYP,No,No,Female,Fiber optic,Yes,99.55,0,2,No,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,Yes,38,3734.25
Yes,Month-to-month,4806-HIPDW,No,No,Female,Fiber optic,No,68.95,0,0,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,1,68.95
Yes,Month-to-month,4806-KEXQR,No,No,Male,Fiber optic,No,79.9,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,4,324.3
Yes,Month-to-month,4816-JBHOV,No,No,Male,DSL,No,44.7,4,0,No,No,Yes,No,Electronic check,Yes,Yes,No,No,No,2,93.7
Yes,Month-to-month,4816-LXZYW,No,No,Female,Fiber optic,Yes,79.15,0,0,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,23,1676.95
Yes,Month-to-month,4817-QRJSX,No,No,Female,Fiber optic,Yes,81,3,0,Yes,No,Yes,No,Credit card (automatic),Yes,No,No,No,No,10,818.05
Yes,Month-to-month,4817-VYYWS,No,No,Female,Fiber optic,Yes,100.2,0,3,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,30,2983.8
Yes,Month-to-month,4818-DRBQT,No,No,Male,Fiber optic,Yes,80.15,0,0,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,29,2265.25
Yes,Month-to-month,4818-QIUFN,No,No,Female,Fiber optic,Yes,79.15,3,0,No,Yes,Yes,No,Electronic check,Yes,Yes,No,No,No,20,1520.9
Yes,Month-to-month,4822-NGOCH,No,Yes,Female,Fiber optic,Yes,84.45,0,1,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,13,1058.6
Yes,Month-to-month,4822-RVYBB,No,Yes,Male,Fiber optic,Yes,100.6,0,0,No,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,No,8,819.4
Yes,Month-to-month,4822-YCXMX,No,No,Male,Fiber optic,Yes,84.8,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,25,2043.45
Yes,Month-to-month,4826-XTSOH,No,No,Male,Fiber optic,Yes,86.05,0,0,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,No,No,1,86.05
Yes,Month-to-month,4829-AUOAX,No,No,Female,Fiber optic,Yes,96.05,0,4,No,No,No,No,Bank transfer (automatic),Yes,No,Yes,Yes,No,46,4399.5
Yes,Month-to-month,4831-EOBFE,Yes,No,Male,Fiber optic,No,94.65,0,2,No,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,29,2649.15
Yes,Month-to-month,4844-JJWUY,No,No,Female,Fiber optic,No,86,5,1,Yes,No,Yes,No,Electronic check,Yes,Yes,No,Yes,No,1,86
Yes,Month-to-month,4846-WHAFZ,No,No,Female,Fiber optic,Yes,76.5,0,0,No,No,Yes,Yes,Electronic check,Yes,Yes,No,No,No,37,2868.15
Yes,Month-to-month,4847-QNOKA,No,No,Female,DSL,No,44.9,0,0,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,No,1,44.9
Yes,Month-to-month,4855-SNKMY,No,No,Female,DSL,No,44.1,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,44.1
Yes,Month-to-month,4871-JTKJF,No,No,Female,Fiber optic,No,69.65,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,No,No,1,69.65
Yes,Month-to-month,4873-ILOLJ,No,No,Male,Fiber optic,No,90.35,4,2,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,24,2238.5
Yes,Month-to-month,4877-EVATK,No,No internet service,Male,No,No,20,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20
Yes,Month-to-month,4883-QICIH,Yes,No,Male,Fiber optic,No,69.75,0,0,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,32,2347.9
Yes,Month-to-month,4892-VLANZ,No,No internet service,Male,No,No,19.8,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.8
Yes,Month-to-month,4895-TMWIR,No,No internet service,Male,No,No,19.95,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,Yes,No internet service,No internet service,No internet service,11,214.75
Yes,Month-to-month,4897-QSUYC,No,No internet service,Female,No,No,20.15,0,0,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20.15
Yes,Month-to-month,4902-OHLSK,No,No,Female,Fiber optic,Yes,98.65,0,3,No,No,No,No,Electronic check,Yes,Yes,Yes,Yes,Yes,29,2862.75
Yes,Month-to-month,4903-UYAVB,No,No internet service,Male,No,No,19.35,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,5,126.05
Yes,Month-to-month,4910-AQFFX,Yes,Yes,Male,Fiber optic,Yes,79.35,0,0,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,9,661.25
Yes,Month-to-month,4910-GMJOT,No,No,Female,Fiber optic,Yes,94.6,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,1,94.6
Yes,Month-to-month,4911-BANWH,Yes,No,Female,Fiber optic,Yes,86.55,0,0,No,No,Yes,No,Credit card (automatic),Yes,No,Yes,No,No,31,2697.4
Yes,Month-to-month,4918-QLLIW,No,No,Male,DSL,No,53.4,0,0,No,No,No,No,Credit card (automatic),Yes,No,Yes,No,No,3,188.7
Yes,Month-to-month,4919-IKATY,Yes,Yes,Male,Fiber optic,Yes,84.5,2,1,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No,No,5,453.75
Yes,Month-to-month,4919-MOAVT,Yes,No,Male,Fiber optic,No,69.65,1,0,No,No,No,No,Electronic check,Yes,No,No,No,No,3,220.1
Yes,Month-to-month,4925-LMHOK,No,No,Male,DSL,Yes,58.6,0,0,Yes,No,Yes,No,Credit card (automatic),Yes,No,No,No,Yes,15,939.7
Yes,Month-to-month,4929-BSTRX,No,No,Female,DSL,No,53.55,0,0,No,No,Yes,No,Mailed check,Yes,No,Yes,No,No,1,53.55
Yes,Month-to-month,4946-EDSEW,Yes,No internet service,Female,No,No,19.25,0,0,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,11,180.3
Yes,Month-to-month,4951-UKAAQ,No,No,Female,Fiber optic,Yes,88.95,0,0,Yes,No,Yes,No,Electronic check,Yes,No,No,Yes,No,4,355.2
Yes,Month-to-month,4952-YSOGZ,Yes,No,Female,Fiber optic,Yes,85.95,0,0,No,No,Yes,Yes,Electronic check,Yes,No,No,Yes,No,4,381.3
Yes,Month-to-month,4958-GZWIY,Yes,Yes,Male,DSL,No,48.7,0,0,No,No,No,Yes,Electronic check,Yes,No,No,No,No,7,340.25
Yes,Month-to-month,4958-XCBDQ,No,Yes,Male,Fiber optic,Yes,101.4,0,3,No,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,No,35,3496.3
Yes,Month-to-month,4959-JOSRX,No,No,Female,DSL,No,44.6,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,No,No,No,No,2,80.55
Yes,Month-to-month,4971-PUYQO,No,No,Female,Fiber optic,Yes,94.55,0,2,No,No,Yes,No,Mailed check,Yes,No,Yes,Yes,No,27,2724.6
Yes,Month-to-month,4988-IQIGL,No,No,Male,Fiber optic,Yes,75.35,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,No,No,1,75.35
Yes,Month-to-month,5016-ETTFF,No,Yes,Male,DSL,No phone service,29.5,0,0,No,No,No,No,Mailed check,No,No,No,No,No,10,255.25
Yes,Month-to-month,5027-QPKTE,No,No,Male,Fiber optic,No,69.35,0,0,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,7,451.1
Yes,Month-to-month,5027-XWQHA,No,No,Male,DSL,No,44.75,0,0,No,No,No,No,Electronic check,Yes,No,No,No,No,6,270.95
Yes,Month-to-month,5028-GZLDO,No,No,Male,Fiber optic,No,70.7,0,0,No,No,No,No,Credit card (automatic),Yes,No,No,No,No,2,140.7
Yes,Month-to-month,5028-HTLJB,No,No internet service,Male,No,No,20.05,0,0,No internet service,No internet service,No,No,Mailed check,Yes,Yes,No internet service,No internet service,No internet service,1,20.05
Yes,Month-to-month,5047-LHVLY,Yes,Yes,Male,DSL,No,50.15,0,0,No,No,Yes,No,Mailed check,Yes,Yes,No,No,No,1,50.15
Yes,Month-to-month,5049-GLYVG,No,No internet service,Male,No,No,20.6,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20.6
Yes,Month-to-month,5052-PNLOS,No,Yes,Male,Fiber optic,Yes,105.35,0,1,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,No,3,323.25
Yes,Month-to-month,5054-IEXZT,Yes,No,Male,Fiber optic,No,75.35,0,0,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,1,75.35
Yes,Month-to-month,5057-LCOUI,No,Yes,Female,DSL,No phone service,50.75,0,3,No,No,Yes,No,Electronic check,No,No,Yes,Yes,No,39,2011.4
Yes,Month-to-month,5073-WXOYN,No,No,Female,DSL,No phone service,50.8,0,6,Yes,No,Yes,No,Electronic check,No,No,Yes,Yes,No,60,3027.4
Yes,Month-to-month,5077-DXTCG,No,No,Female,DSL,No,45.3,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,45.3
Yes,Month-to-month,5087-SUURX,No,Yes,Female,DSL,No phone service,39.05,0,2,No,No,Yes,Yes,Electronic check,No,No,Yes,No,No,18,669.85
Yes,Month-to-month,5095-AESKG,No,No,Female,Fiber optic,Yes,91.5,0,0,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,No,Yes,No,3,242.95
Yes,Month-to-month,5099-BAILX,Yes,Yes,Male,Fiber optic,Yes,110.75,0,4,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,43,4687.9
Yes,Month-to-month,5103-MHMHY,Yes,No,Female,DSL,No,45.95,0,0,No,No,No,No,Mailed check,Yes,No,No,No,No,1,45.95
Yes,Month-to-month,5108-ADXWO,No,No,Male,Fiber optic,No,73.5,3,0,No,Yes,Yes,No,Electronic check,Yes,No,No,No,No,11,791.75
Yes,Month-to-month,5130-IEKQT,No,Yes,Male,Fiber optic,Yes,105.95,0,3,Yes,No,No,No,Mailed check,Yes,Yes,Yes,Yes,No,25,2655.25
Yes,Month-to-month,5134-IKDAY,Yes,No,Female,Fiber optic,No,69.8,0,0,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,1,69.8
Yes,Month-to-month,5138-WVKYJ,No,No,Male,Fiber optic,Yes,98.55,0,0,No,Yes,No,No,Electronic check,Yes,No,Yes,Yes,No,10,1008.55
Yes,Month-to-month,5143-EGQFK,No,No,Female,DSL,No phone service,29.65,0,0,No,No,Yes,No,Electronic check,No,Yes,No,No,Yes,10,291.4
Yes,Month-to-month,5143-WMWOG,No,No internet service,Male,No,No,19.95,0,0,No internet service,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,1,19.95
Yes,Month-to-month,5154-VEKBL,No,Yes,Female,DSL,No phone service,58.5,4,1,No,Yes,No,No,Mailed check,No,No,Yes,Yes,Yes,9,539.85
Yes,Month-to-month,5159-YFPKQ,No,Yes,Female,Fiber optic,No,75.8,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,2,160.75
Yes,Month-to-month,5167-GBFRE,No,No,Male,DSL,No phone service,25.2,0,0,No,No,Yes,No,Bank transfer (automatic),No,Yes,No,No,No,4,102.5
Yes,Month-to-month,5167-ZFFMM,No,No,Male,Fiber optic,Yes,90.85,0,0,Yes,No,Yes,No,Credit card (automatic),Yes,No,No,Yes,No,1,90.85
Yes,Month-to-month,5174-RNGBH,No,No,Female,DSL,No,66.25,0,1,Yes,No,No,No,Mailed check,Yes,No,Yes,No,Yes,9,620.55
Yes,Month-to-month,5175-AOBHI,No,No,Female,DSL,No,46,0,0,No,No,Yes,No,Mailed check,Yes,No,No,No,No,4,193.6
Yes,Month-to-month,5178-LMXOP,No,No,Male,Fiber optic,Yes,95.1,0,0,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,1,95.1
Yes,Month-to-month,5180-UCIIQ,Yes,No,Male,DSL,No phone service,40.05,0,1,No,Yes,No,Yes,Mailed check,No,Yes,No,Yes,No,22,880.2
Yes,Month-to-month,5186-SAMNZ,No,No,Male,Fiber optic,No,69.5,0,0,No,No,Yes,No,Bank transfer (automatic),Yes,Yes,No,No,No,1,69.5
Yes,Month-to-month,5192-EBGOV,No,No,Female,Fiber optic,Yes,85.7,0,0,No,No,Yes,No,Electronic check,Yes,Yes,Yes,No,No,1,85.7
Yes,Month-to-month,5196-SGOAK,No,No,Female,Fiber optic,No,75.7,0,0,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,1,75.7
Yes,Month-to-month,5202-IVJNU,Yes,Yes,Female,DSL,No phone service,30.1,0,0,No,No,No,No,Credit card (automatic),No,No,No,No,No,39,1131.3
Yes,Month-to-month,5204-QZXPU,No,Yes,Male,DSL,No phone service,39.65,0,2,No,No,Yes,No,Electronic check,No,No,Yes,No,No,19,733.35
Yes,Month-to-month,5208-HFSBT,No,No,Female,DSL,No,55.05,0,0,Yes,No,Yes,No,Credit card (automatic),Yes,No,No,No,Yes,2,102.75
Yes,Month-to-month,5219-YIPTK,No,Yes,Female,Fiber optic,Yes,104.4,0,3,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,33,3409.6
Yes,Month-to-month,5228-EXCET,No,No,Male,Fiber optic,No,80.85,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,13,1008.7
Yes,Month-to-month,5229-PRWKT,No,No,Male,Fiber optic,Yes,86.55,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,8,649.65
Yes,Month-to-month,5233-GEEAX,No,Yes,Male,DSL,No phone service,29.4,0,0,No,No,Yes,No,Electronic check,No,Yes,No,No,No,8,221.9
Yes,Month-to-month,5240-IJOQT,No,No,Male,Fiber optic,Yes,74.7,4,0,No,No,Yes,No,Electronic check,Yes,Yes,No,No,No,1,74.7
Yes,Month-to-month,5244-IRFIH,No,No,Male,Fiber optic,Yes,94.5,1,2,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,33,3105.55
Yes,Month-to-month,5261-QSHQM,No,No,Female,DSL,No phone service,24.45,0,0,No,No,Yes,No,Electronic check,No,No,No,No,No,4,86.6
Yes,Month-to-month,5275-SQEIZ,No,No,Male,Fiber optic,No,80.85,0,0,No,No,Yes,No,Mailed check,Yes,No,No,Yes,No,1,80.85
Yes,Month-to-month,5276-KQWHG,No,No,Female,Fiber optic,No,69.6,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,No,No,2,131.65
Yes,Month-to-month,5277-ZLOOR,No,No,Female,Fiber optic,Yes,85.55,0,0,No,No,Yes,No,Electronic check,Yes,Yes,Yes,No,No,2,187.45
Yes,Month-to-month,5281-BUZGT,No,No,Male,Fiber optic,Yes,90.85,0,3,No,Yes,Yes,No,Electronic check,Yes,Yes,Yes,No,No,36,3186.7
Yes,Month-to-month,5287-QWLKY,Yes,No,Male,Fiber optic,Yes,105.1,0,8,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,No,71,7548.1
Yes,Month-to-month,5293-WXJAK,No,Yes,Female,Fiber optic,Yes,104.05,0,1,No,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,11,1133.65
Yes,Month-to-month,5295-PCJOO,Yes,No,Male,DSL,No,49.4,0,0,No,Yes,Yes,No,Electronic check,Yes,No,No,No,No,4,184.4
Yes,Month-to-month,5299-RULOA,Yes,No,Female,Fiber optic,Yes,100.25,0,1,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,10,1064.65
Yes,Month-to-month,5299-SJCZT,No,Yes,Male,Fiber optic,Yes,101.55,0,0,No,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,No,3,298.35
Yes,Month-to-month,5301-GAUUY,No,No,Male,Fiber optic,Yes,80.35,0,0,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,No,32,2596.15
Yes,Month-to-month,5307-DZCVC,No,No,Female,Fiber optic,Yes,85.95,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,No,No,32,2628.6
Yes,Month-to-month,5318-IXUZF,No,No,Female,Fiber optic,No,87.15,0,0,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,No,No,2,183.75
Yes,Month-to-month,5349-IECLD,No,Yes,Male,Fiber optic,No,94.95,0,0,No,No,No,No,Electronic check,Yes,No,Yes,Yes,No,2,178.1
Yes,Month-to-month,5356-RHIPP,No,No internet service,Male,No,No,20.2,0,0,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20.2
Yes,Month-to-month,5357-TZHPP,No,No,Male,Fiber optic,Yes,84.4,0,0,No,No,Yes,No,Credit card (automatic),Yes,Yes,No,Yes,No,9,732.5
Yes,Month-to-month,5364-EVNIB,No,Yes,Male,Fiber optic,No,79.8,0,2,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,13,973.45
Yes,Month-to-month,5364-XYIRR,No,No,Male,Fiber optic,Yes,94.65,0,4,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,51,4812.75
Yes,Month-to-month,5366-IJEQJ,No,Yes,Male,Fiber optic,Yes,88.7,0,2,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,20,1761.45
Yes,Month-to-month,5373-SFODM,No,No,Male,Fiber optic,Yes,85.25,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,No,Yes,No,36,3132.75
Yes,Month-to-month,5376-DEQCP,No,No,Female,Fiber optic,No,70.6,5,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,70.6
Yes,Month-to-month,5378-IKEEG,No,No,Female,DSL,No phone service,35.75,0,0,No,No,Yes,No,Electronic check,No,No,Yes,No,No,1,35.75
Yes,Month-to-month,5380-AFSSK,No,No,Female,Fiber optic,Yes,93.9,0,0,No,No,Yes,No,Mailed check,Yes,No,Yes,Yes,No,5,486.85
Yes,Month-to-month,5380-WJKOV,No,Yes,Male,Fiber optic,Yes,106.35,0,4,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,34,3549.25
Yes,Month-to-month,5383-MMTWC,No,No,Female,Fiber optic,Yes,84,0,0,No,No,Yes,Yes,Electronic check,Yes,Yes,No,Yes,No,8,613.4
Yes,Month-to-month,5385-SUIRI,No,Yes,Male,Fiber optic,Yes,104.2,4,5,No,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,52,5568.35
Yes,Month-to-month,5389-FFVKB,No,No,Male,Fiber optic,No,80.3,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,No,Yes,No,32,2483.05
Yes,Month-to-month,5393-RXQSZ,No,No,Male,Fiber optic,No,79.6,5,0,No,No,No,No,Electronic check,Yes,No,No,Yes,No,1,79.6
Yes,Month-to-month,5394-SVGJV,No,No,Male,Fiber optic,Yes,98.8,0,1,No,No,No,No,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,37,3475.55
Yes,Month-to-month,5419-CONWX,No,Yes,Female,Fiber optic,No,99.8,4,0,Yes,No,Yes,No,Credit card (automatic),Yes,Yes,Yes,Yes,No,4,442.85
Yes,Month-to-month,5419-JPRRN,No,Yes,Male,Fiber optic,Yes,101.45,0,1,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,1,101.45
Yes,Month-to-month,5419-KLXBN,Yes,Yes,Female,Fiber optic,No,89.15,0,0,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,No,No,25,2257.75
Yes,Month-to-month,5442-UTCVD,Yes,Yes,Male,Fiber optic,Yes,91.85,2,0,No,No,No,No,Electronic check,Yes,No,No,Yes,No,3,257.05
Yes,Month-to-month,5442-XSDCW,Yes,No,Male,Fiber optic,No,79.5,0,0,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,No,No,11,868.5
Yes,Month-to-month,5445-UTODQ,No,No,Female,Fiber optic,No,81.1,0,0,No,No,Yes,Yes,Electronic check,Yes,No,Yes,No,No,7,576.65
Yes,Month-to-month,5449-FIBXJ,Yes,Yes,Male,Fiber optic,Yes,103.3,0,0,No,No,No,Yes,Electronic check,Yes,No,Yes,Yes,Yes,19,2012.7
Yes,Month-to-month,5480-HPRRX,No,No,Female,DSL,No phone service,25.3,4,0,No,No,No,No,Electronic check,No,Yes,No,No,No,3,77.75
Yes,Month-to-month,5480-TBGPH,No,Yes,Female,Fiber optic,No,99.3,0,1,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,24,2431.35
Yes,Month-to-month,5482-NUPNA,No,No,Female,DSL,No,60.4,0,0,Yes,Yes,Yes,No,Mailed check,Yes,No,No,No,Yes,4,272.15
Yes,Month-to-month,5482-PLVPE,No,No,Female,DSL,No phone service,24.35,0,0,No,No,No,No,Electronic check,No,Yes,No,No,No,2,41.85
Yes,Month-to-month,5485-WUYWF,No,Yes,Male,DSL,No,66.4,0,0,No,Yes,No,No,Bank transfer (automatic),Yes,Yes,Yes,No,No,2,94.55
Yes,Month-to-month,5493-SDRDQ,No,Yes,Male,DSL,No,55.1,0,1,No,Yes,Yes,No,Mailed check,Yes,No,No,No,No,2,113.35
Yes,Month-to-month,5494-HECPR,No,No,Female,Fiber optic,No,80.25,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,1,80.25
Yes,Month-to-month,5498-TXHLF,Yes,Yes,Female,Fiber optic,Yes,87.45,0,4,No,No,No,Yes,Electronic check,Yes,No,Yes,No,No,34,2874.15
Yes,Month-to-month,5502-RLUYV,Yes,Yes,Female,Fiber optic,Yes,103.95,0,4,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,69,7446.9
Yes,Month-to-month,5510-BOIUJ,Yes,No internet service,Male,No,No,19.25,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.25
Yes,Month-to-month,5515-AKOAJ,No,No,Female,Fiber optic,Yes,100.1,0,5,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,54,5440.9
Yes,Month-to-month,5515-IDEJJ,Yes,No internet service,Male,No,No,19.9,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.9
Yes,Month-to-month,5519-NPHVG,No,No,Female,Fiber optic,Yes,94.2,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,12,1046.1
Yes,Month-to-month,5519-YLDGW,No,Yes,Female,Fiber optic,Yes,103.9,0,2,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,21,2254.2
Yes,Month-to-month,5520-FVEWJ,Yes,Yes,Female,Fiber optic,Yes,84.5,0,1,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,No,12,916.9
Yes,Month-to-month,5536-RTPWK,No,No,Male,Fiber optic,Yes,99.05,0,4,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,49,4853.75
Yes,Month-to-month,5536-SLHPM,No,Yes,Female,Fiber optic,Yes,77.75,0,0,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,55,4458.15
Yes,Month-to-month,5539-TMZLF,No,No,Male,Fiber optic,No,69.75,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,No,No,1,69.75
Yes,Month-to-month,5550-VFRLC,No,No,Female,Fiber optic,No,69.85,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,No,No,1,69.85
Yes,Month-to-month,5552-ZNFSJ,No,No,Male,DSL,No,45.3,0,0,No,No,No,No,Electronic check,Yes,No,No,No,No,1,45.3
Yes,Month-to-month,5561-NWEVX,No,Yes,Female,Fiber optic,Yes,79.2,0,0,No,No,No,Yes,Electronic check,Yes,Yes,No,No,No,2,172.85
Yes,Month-to-month,5564-NEMQO,No,Yes,Female,Fiber optic,No,75.3,0,0,No,No,Yes,No,Bank transfer (automatic),Yes,Yes,No,No,No,1,75.3
Yes,Month-to-month,5565-FILXA,No,No,Female,Fiber optic,Yes,96.15,0,0,No,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,No,16,1529.2
Yes,Month-to-month,5567-WSELE,No,No,Male,Fiber optic,Yes,94.6,0,0,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,3,279.55
Yes,Month-to-month,5569-KGJHX,Yes,No,Female,Fiber optic,Yes,85.35,0,0,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,No,No,9,754.65
Yes,Month-to-month,5569-OUICF,No,No,Female,Fiber optic,Yes,101.3,2,3,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,28,2812.2
Yes,Month-to-month,5570-PTWEH,No,No,Female,Fiber optic,Yes,75.15,5,0,No,No,Yes,Yes,Credit card (automatic),Yes,No,No,No,No,3,216.75
Yes,Month-to-month,5572-ZDXHY,No,No,Female,Fiber optic,No,84.3,3,2,Yes,No,Yes,No,Mailed check,Yes,No,No,Yes,No,22,1855.65
Yes,Month-to-month,5577-OTWWW,No,No internet service,Female,No,No,19.75,0,0,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,15,297.3
Yes,Month-to-month,5583-SXDAG,No,No,Male,Fiber optic,No,70,0,0,No,No,No,Yes,Electronic check,Yes,No,No,No,No,1,70
